set_id,arm,seed,model,garment,identity,scene,clean,hands,realism,note,seconds,tokens_in,tokens_out
dualuse_lp_floral_kimono_set+g024,A100,49,gpt-5.5,3,4,4,4,3,4,"Reference sweater and blue pleated skirt are mostly transferred, but sweater cut/sleeves are distorted, shoes are not the reference sneakers, and original bag remains. Identity and studio scene are largely preserved, with minor body-shape changes. Hands are visible and somewhat awkward, especially near the skirt/bag.",9.14,2018,442
dualuse_zendaya_white_blazer_skirt+dualuse_navy_peacoat_onmodel,A100,49,gpt-5.5,4,4,4,4,4,4,"Reference outfit is mostly reproduced with dark double-breasted coat, jeans cuffs, and boots, but the gray turtleneck and exact coat cut/proportions are not fully accurate. Identity and scene are largely preserved; minor hand/foot and texture issues remain.",7.52,1786,346
g014+g029,A100,49,gpt-5.5,2,5,5,3,4,4,"Blazer pattern and color are somewhat matched, but the reference outfit's white shirt and black pants are missing and the blazer cut/length is altered with odd lower fabric artifacts. Identity, pose, and background are largely preserved.",7.71,1845,357
g005+g014,A100,49,gpt-5.5,2,5,5,3,4,4,"Reference is a full blue spaghetti-strap midi dress, but output becomes a blue camisole with shorts and only a partial skirt panel; identity, pose, and background are largely preserved. Some garment construction artifacts, hands mostly acceptable.",7.82,1903,288
dualuse_navy_peacoat_onmodel+g030,A100,49,gpt-5.5,3,4,5,3,4,3,"Gold sequin top is broadly captured, but the reference cut/underlayer and lower garment details are not exact; gray turtleneck remains. Identity and pose/background mostly preserved. Some AI softness and texture artifacts, especially in sequins/waist, but hands are mostly anatomically plausible.",8.55,2248,376
dualuse_scarlett_johansson_black_dress_backview_night+dualuse_woman_top_denim_skirt_nonceleb,A100,49,gpt-5.5,3,5,5,3,4,4,"Black top and denim mini skirt are broadly transferred, but the reference front zipper/skirt details and sneakers are not accurately reproduced; output keeps original heels and has some shoe/hem artifacts. Identity, pose, and background are largely unchanged.",9.86,1555,390
dualuse_lp_plaid_overcoat_brown_suit+g029,A100,49,gpt-5.5,3,4,4,4,4,4,"Houndstooth color and general blazer/white top styling are captured, but the cut becomes a longer coat-like hybrid and pants/accessories differ from the reference. Identity and studio scene are mostly preserved; minor seam/pattern inconsistencies and slightly artificial hand/texture details remain.",10.04,1845,468
g018+g024,A100,49,gpt-5.5,4,5,5,4,4,4,"The sweater and blue pleated skirt closely match the reference in color and style, though stripe placement and fit are not exact and lower pieces like shoes are not visible due to crop. Identity, pose, and background are well preserved. Minor texture/stripe warping and slight hand imperfections reduce cleanliness and realism slightly.",11.7,2018,522
g004+g005,A100,49,gpt-5.5,2,4,5,2,4,2,"Reference shirt and shorts are partially transferred, but the original olive trouser legs remain below the shorts, making the garment inaccurate. Face, hair, pose and background are largely preserved. Major artifact is the shorts/pants leg blending; hands look mostly normal.",11.72,1845,560
g029+p004,A100,49,gpt-5.5,3,5,5,3,4,4,"Garment is similar to the reference white short-sleeve henley but appears light blue and has a different loose cut/length. Identity, hair, pose, and white background are largely preserved. Some artifacts around the shirt hem, belt, and fabric texture; hands are mostly anatomically plausible.",8.23,1671,443
p001+p014,A100,49,gpt-5.5,3,5,5,4,4,4,"White crewneck tee is captured, but the cut/fit is shorter and less like the reference, with odd black shorts/waist area added over the original jeans. Identity, pose, and studio background are well preserved. Minor artifacts around the waist/seams; hands look mostly correct.",7.74,1555,350
g027+p003,A100,49,gpt-5.5,4,2,2,3,2,2,"Dress is close in color and cut to the reference, but the original body/pose are not preserved; hands and feet look distorted and the head/body composite feels unnatural.",9.04,1470,415
g024+p002,A100,49,gpt-5.5,2,5,4,4,4,4,"Identity, hair, studio background and pose are largely preserved. The reference outfit is mostly black T-shirt, dark pants and black sneakers, but the result keeps the original blue skirt and does not reproduce the full garment set. Minor hand/edge artifacts, otherwise fairly realistic.",10.25,2017,482
p003+p026,A100,49,gpt-5.5,3,4,4,4,4,4,"Tracksuit color and stripe concept are close, but reference accessories are missing and the cut/details differ. Identity and background are mostly preserved, with slight pose/body changes and minor AI smoothing/artifacting.",9.25,1613,429
p011+p016,A100,49,gpt-5.5,4,4,5,4,4,4,"The pale yellow sleeveless dress with white underlayer is mostly matched, though neckline/fit and proportions differ slightly. Face, beard, hat, glasses, pose, and studio background are largely preserved. Some skin smoothing and minor garment/hand awkwardness reduce cleanliness and realism.",11.84,1555,527
p011+p024,A100,49,gpt-5.5,2,4,3,3,3,3,"Gray shirt/pants are only loosely similar to the reference and the original yellow chef hat/glasses remain. Identity and crossed-arm pose are mostly preserved, but framing/body length changed. Visible shirt artifacts and awkward hand/arm details reduce cleanliness and realism.",10.46,1555,529
p013+dualuse_scarlett_johansson_black_dress_backview_night,A100,49,gpt-5.5,2,3,5,3,3,4,"Reference is a black strapless full dress with specific back zipper/slit details, while output only shows a front-facing strapless black ribbed upper garment and misses most reference features. Face, hair, hat, glasses and pose/background are mostly preserved, but body/arms are altered and there are odd sleeve-like artifacts around the forearms.",11.47,1555,502
p015+p016,A100,49,gpt-5.5,3,4,5,4,4,4,"Reference pale yellow sleeveless dress is approximated in color and general shape, but the full cut/length and details are not faithfully reproduced. Person, pose, and background are largely preserved; minor fabric/seam smoothing and slight hand imperfections remain.",8.24,1555,368
p019+dualuse_gal_gadot_blue_dress_redcarpet,A100,49,gpt-5.5,3,4,5,4,3,4,"The blue one-shoulder look is captured, but the full reference gown details such as waist cutout, skirt drape and slit are not preserved in the cropped output. Identity, pose, and plain background are largely maintained. Minor artifacts/simplification appear around crossed hands and garment/skin blending.",7.76,1469,338
p020+dualuse_navy_peacoat_onmodel,A100,49,gpt-5.5,3,4,5,4,4,4,"Dark navy coat is broadly similar to the reference but details like the double-breasted front, buttons, gray turtleneck, and lower outfit are mostly missing or obscured. Person, pose, and market background are well preserved; minor flatness/artifacting in the coat but overall realistic.",6.62,2018,329
p015+dualuse_zendaya_white_blazer_skirt,A100,49,gpt-5.5,3,4,5,4,4,4,"White blazer look is transferred, but it is not the exact cropped blazer-and-skirt set and lower-piece details are unclear/altered. Identity, pose, and background are largely preserved; minor smoothness and hand/texture issues remain.",10.39,1555,353
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,A100,49,gpt-5.5,3,5,5,4,4,4,"Navy cable-knit sweater and gray trousers are broadly matched, but the reference half-zip/front details and some styling pieces are missing or not visible. Identity, pose, and background are well preserved; minor texture/edge artifacts around clothing and hand.",10.25,1613,425
p025+dualuse_zendaya_white_blazer_skirt,A100,49,gpt-5.5,2,4,3,3,4,4,"Reference white cropped blazer is partially matched, but the skirt/wrap silhouette is replaced by loose pants and footwear differs. Identity and background are mostly preserved, pose changes noticeably. Some lower-leg/foot and clothing-edge artifacts, hand mostly acceptable.",8.51,1642,394
p028+g015,A100,49,gpt-5.5,2,5,5,4,3,4,"Generated garment is black and sleeveless but lacks the reference's spaghetti straps, satin sheen, loose maxi slip silhouette, and visible full-length cut. Identity, pose, and background are well preserved. Minor issues around clasped hands/fingers and some garment simplification, but overall photo-realistic.",6.65,1671,296
p020+p021,A100,49,gpt-5.5,3,4,5,4,4,4,"Orange knit sweater and jeans are approximated but cut/details differ from reference and full outfit is not reproduced. Face, cap, pose, and market background are mostly preserved; minor texture/seam artifacts around garment and jeans.",10.13,1816,386
p026+g013,A100,49,gpt-5.5,4,4,5,4,3,4,"Dress color, print and maxi cut are close to the reference, though not exact in proportions/details. Original person, pose and outdoor scene are largely preserved. Some minor texture/pattern warping and the visible hands/fingers are slightly unnatural.",8.96,1671,436
p030+g024,A100,49,gpt-5.5,3,5,5,4,4,4,"Garment captures the black striped sweater and blue skirt color, but the reference cut/neckline and full outfit are not exact, with the original white turtleneck collar still visible. Identity, pose, and background are well preserved. Minor texture/edge artifacts, hands mostly plausible.",6.43,1786,365
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_zendaya_white_blazer_skirt,A100,50,gpt-5.5,2,4,5,3,4,4,"Top color and cropped blazer style are close, but the reference skirt is incorrectly turned into pants and the wrap/cut details are only approximate. Identity, pose, and background are mostly preserved; some waist/seam artifacts are visible.",6.43,1555,320
dualuse_emma_watson_black_blazer_armscrossed+dualuse_scarlett_johansson_black_dress_backview_night,A100,50,gpt-5.5,3,4,5,3,3,4,"Black strapless textured look is approximated, but the full reference dress details such as length, belt/zip/slit and exact cut are not represented, and odd sleeve/cuff-like fabric appears on the arms. Face and hair are mostly preserved, pose/background remain the same, but hands/bracelets and arm fabric show artifacts.",7.3,1613,382
dualuse_lp_floral_kimono_set+g005,A100,50,gpt-5.5,2,4,5,2,4,3,"The black shirt and gray shorts are partially transferred, but the original floral kimono sleeves, pants, bag, sandals, and beret remain, so it is not an exact match to the reference outfit. Identity and pose/background are mostly preserved, but there are noticeable garment blending artifacts and awkward seams around the shorts and legs.",5.82,1903,325
p030+dualuse_queen_latifah_gown_stage,A100,49,gpt-5.5,3,4,3,2,2,3,"The reference robe and black underlayer are broadly reproduced, including tan color and some embroidery, but many details of the black garment and print/cut are inaccurate. Identity and background are mostly preserved, but the pose is disrupted by an implausible extra/dangling arm/hand. Hands and sleeve anatomy show clear artifacts, reducing realism.",13.12,1555,620
dualuse_lp_plaid_overcoat_brown_suit+g029,A100,50,gpt-5.5,2,4,3,4,4,4,"Houndstooth pattern and white top are present, but the reference blazer cut is changed into a much longer coat and the lower outfit differs. Identity and studio background are mostly preserved, though the pose/arms changed. Minor texture/edge issues but generally realistic.",6.83,1845,397
dualuse_lp_floral_kimono_set+g024,A100,50,gpt-5.5,2,4,5,3,4,4,"Reference sweater and blue pleated skirt are partially matched, but output keeps original hat, bag, sandals and adds loose blue pants instead of bare legs/white sneakers. Pose and plain studio background are essentially unchanged; identity is mostly preserved. Some awkward layering and fabric transitions reduce cleanliness.",10.79,2018,377
g004+g005,A100,50,gpt-5.5,2,4,4,2,3,2,"Reference outfit is only partially transferred: black Under Armour shirt and gray shorts appear, but original trousers remain as distorted extra fabric/leg shapes. Face and hair mostly match original, pose and plain background are largely unchanged. Major lower-body artifacts and odd layering reduce cleanliness and realism; visible hands are somewhat acceptable but not perfect.",6.43,1845,270
dualuse_navy_peacoat_onmodel+g030,A100,50,gpt-5.5,3,4,5,4,4,4,"Gold sequin jacket and cream pleated trousers are approximated, but underlayer differs from reference and garment details/cut are not exact. Identity, pose, and background are mostly preserved; minor AI texture issues in sequins and clothing.",6.89,2248,346
g014+g029,A100,50,gpt-5.5,2,4,5,4,4,4,"The houndstooth blazer and white top are partially represented, but the reference includes black pants and a belt while the output creates a matching skirt and changes the jacket cut/details. Identity, pose, and background are largely preserved; minor texture/pattern artifacts but overall realistic.",7.1,1845,302
g024+p002,A100,50,gpt-5.5,2,4,4,4,4,4,"Black short-sleeve top is similar to the reference shirt, but the full reference outfit with black pants/shoes is not reproduced; original skirt remains. Identity and studio background are mostly preserved, with minor pose/arm changes and generally clean realistic rendering.",8.0,2017,369
dualuse_zendaya_white_blazer_skirt+dualuse_navy_peacoat_onmodel,A100,50,gpt-5.5,4,4,4,4,4,4,"Garment is close overall with navy double-breasted coat, jeans, cuffs and boots, but the gray turtleneck from the reference is missing/changed to a dark low underlayer. Identity and background are mostly preserved. Minor artifacts in fabric/boots and slightly simplified hands, but generally realistic.",8.49,1786,394
g005+g014,A100,50,gpt-5.5,2,4,5,3,4,3,"Blue color and strap bodice are loosely matched, but the reference midi dress is not properly rendered; shorts remain and the skirt appears mostly as a rear panel. Identity, pose, and background are largely preserved. Visible seam/artifact lines around arms/chest and awkward garment layering reduce cleanliness and realism.",9.61,1903,385
g018+g024,A100,50,gpt-5.5,4,5,4,4,4,4,"Reference outfit is largely reproduced with the striped dark sweater and light blue pleated skirt, though exact fit/length and full styling pieces are not fully visible. Identity and studio background are well preserved; minor texture/pleat and hand softness reduce cleanliness and realism slightly.",11.05,2018,376
dualuse_scarlett_johansson_black_dress_backview_night+dualuse_woman_top_denim_skirt_nonceleb,A100,50,gpt-5.5,3,4,5,4,4,4,"The black top and denim mini skirt are roughly transferred, but the reference's front zipper/frayed front details and sneakers are not accurately represented from this pose. Identity and background/pose are largely preserved. Minor artifacts appear around the skirt edges, legs, and shoes; visible hand is mostly plausible.",11.26,1555,544
g029+p004,A100,50,gpt-5.5,2,4,5,4,4,4,"Output keeps the original woman's pose and studio background, but the reference garment was a white short-sleeve henley/V-neck shirt while the result is light blue with altered cut and details. Identity is mostly preserved; minor seam/texture artifacts but generally realistic.",7.31,1671,371
p001+p014,A100,50,gpt-5.5,3,4,5,3,4,4,"White T-shirt is close but fit/details differ from reference and the black trousers are not accurately reproduced; lower pants merge oddly with original jeans. Identity and studio scene are mostly preserved, hands look acceptable, but leg/hem artifacts reduce cleanliness and realism.",8.38,1555,410
g027+p003,A100,50,gpt-5.5,4,2,2,3,3,3,"Dress is a close match in burgundy color, sleeveless scoop cut and gathered skirt, but the person's body/pose changed substantially from the original; hands and feet show some artifacts and the composite feels somewhat unnatural.",9.23,1470,470
p003+p026,A100,50,gpt-5.5,3,4,4,4,3,4,"Main black tracksuit with red/green striping is captured, but reference details are missing or altered, including bag, sunglasses, platform shoes, exact stripe placement, and pant striping. Identity and background are mostly preserved, though body/pose shift slightly. Hands are visible with some awkward finger rendering.",7.82,1613,383
p011+p024,A100,50,gpt-5.5,2,4,3,3,4,3,"Reference gray layered worn shirt/trousers are only loosely approximated; original chef hat and glasses remain. Identity and crossed-arm pose are mostly preserved, but framing changes to full body. Noticeable artifact in the shirt opening/torso area and some synthetic texture issues.",8.97,1555,464
p015+dualuse_zendaya_white_blazer_skirt,A100,50,gpt-5.5,2,4,5,4,3,4,"White blazer style and color are loosely matched, but the reference cropped blazer/skirt set and exact cut/details are not faithfully reproduced. Person identity and original pose/background are mostly preserved. Hands show some anatomical distortion, but overall image is fairly realistic.",7.94,1555,382
p013+dualuse_scarlett_johansson_black_dress_backview_night,A100,50,gpt-5.5,2,4,5,3,3,4,"Output captures the black color and strappy upper silhouette but not the full reference dress details such as back zipper, slit, length, shoes, and exact cut. Identity and original pose/background are mostly preserved, though arms/skin look somewhat altered and AI-smoothed with minor hand/bracelet artifacts.",8.41,1555,413
p011+p016,A100,50,gpt-5.5,4,4,3,4,4,4,"Dress color and ruffled hem are close to the reference, but the cut/neckline and proportions are not exact. Face, beard, hat and glasses remain recognizable, though body/framing changes. Background is similar but the crop expands to full body. Minor artifacts include the small dark patch on the arm and slightly synthetic fabric/skin, while hands are mostly anatomically plausible.",11.23,1555,599
p015+p016,A100,50,gpt-5.5,3,5,5,4,4,4,"Garment captures the pale yellow sleeveless dress idea but misses reference details like the neckline/bow, lace hem, and exact skirt shape. Identity, pose, and background are well preserved; hands are mostly plausible with minor artifacts.",9.15,1555,419
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,A100,50,gpt-5.5,3,5,5,4,4,4,"Output approximates the navy high-neck knit sweater, grey trousers, and brown bag, but the knit pattern/cut are not exact and the bag is oddly placed. Person, pose, and background are largely preserved; minor artifacts around garment texture and bag.",8.23,1613,419
p020+dualuse_navy_peacoat_onmodel,A100,50,gpt-5.5,2,5,5,4,4,4,"The result only roughly matches the reference with a dark navy coat; the double-breasted cut, buttons, gray turtleneck, and full outfit details are missing or unclear. Identity, pose, and background are well preserved, with minor texture/seam issues and mostly natural hand anatomy.",8.92,2018,473
p019+dualuse_gal_gadot_blue_dress_redcarpet,A100,50,gpt-5.5,3,4,5,4,3,4,"Blue one-shoulder style and color are close, but only the upper garment is visible and some reference details like the full skirt/slit are not represented. Identity, pose, and plain background are well preserved. Minor hand/finger and fabric realism issues.",9.21,1469,454
p028+g015,A100,50,gpt-5.5,2,5,5,4,4,4,"Person, pose and plain studio background are well preserved, but the garment is only a dark sleeveless piece rather than the reference satin spaghetti-strap flowing slip dress; cut, straps, fabric sheen and drape are inaccurate. Minor hand/edge imperfections but overall realistic.",6.38,1671,304
p025+dualuse_zendaya_white_blazer_skirt,A100,50,gpt-5.5,2,4,4,3,2,4,"Top resembles the white cropped blazer, but the reference's long wrapped skirt/sash is replaced by plain trousers and black boots remain. Identity, hair, pose, and outdoor background are mostly preserved. Visible hand is somewhat malformed and some clothing edges look AI-smoothed.",8.08,1642,394
p026+g013,A100,50,gpt-5.5,4,4,5,4,4,4,"The dress closely matches the reference print, colors, length and short-sleeve cut, though some pattern placement and drape details are not exact. The original person, pose, accessories, shoes, and outdoor scene are mostly preserved. Minor texture/hand imperfections remain, but the image is generally realistic.",8.08,1671,376
p020+p021,A100,50,gpt-5.5,3,4,5,4,4,4,"Sweater color and knit style are close to the reference and jeans are added, but the full outfit details such as cuffs, shoes, socks, and exact fit/cut are not fully preserved. Person, pose, and market background remain largely unchanged; hand and textures are mostly clean and realistic.",9.49,1816,463
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_zendaya_white_blazer_skirt,A100,51,gpt-5.5,2,4,5,4,4,4,"Top color and cropped blazer are close, but the reference includes a long white skirt while the output makes it trousers, so the full garment is not matched. Identity and scene are largely preserved; minor artifacts around the waist and hands.",7.32,1555,333
p030+g024,A100,50,gpt-5.5,3,5,5,4,4,4,"Sweater color and stripe idea match, and a blue skirt is partially visible, but the reference crew-neck loose sweater becomes a high turtleneck and the full skirt/shoes are not represented. Identity, pose, and background are well preserved; minor texture/edge artifacts and slightly awkward partial hand visibility.",8.79,1786,409
dualuse_emma_watson_black_blazer_armscrossed+dualuse_scarlett_johansson_black_dress_backview_night,A100,51,gpt-5.5,2,4,4,3,3,3,"Black strapless look and texture are partially matched, but key reference details like full-length dress, belt, back zipper/slit and silhouette are missing or not represented. Face and hair remain close to image 1, pose/background mostly unchanged. Some arm/sleeve and wrist artifacts reduce cleanliness and realism; visible hand is somewhat imperfect.",7.96,1613,369
p030+dualuse_queen_latifah_gown_stage,A100,50,gpt-5.5,3,4,5,4,4,4,"Garment broadly matches the tan embroidered outer robe and black shirt, but pattern/cut details are not exact. Identity, pose, and background are well preserved; minor seam/texture artifacts around sleeves and wrists.",9.59,1555,419
dualuse_lp_floral_kimono_set+g005,A100,51,gpt-5.5,2,3,4,2,4,2,"Reference sports shirt/shorts are partially present, but original floral robe sleeves, pants, belt and bag remain, so the garment is not exact. Face/hair mostly match image 1, but body/legs are altered. Pose and plain background are largely unchanged. Noticeable compositing artifacts and unrealistic layering reduce cleanliness and realism.",7.51,1903,398
dualuse_navy_peacoat_onmodel+g030,A100,51,gpt-5.5,2,4,5,3,3,3,"Gold sequin top is approximated, but the outfit is not exactly the reference: undershirt, lower garment, and proportions differ. Identity and original pose/background are mostly preserved. Some texture/seam artifacts and slightly unnatural hands reduce cleanliness and realism.",8.64,2248,404
dualuse_lp_floral_kimono_set+g024,A100,51,gpt-5.5,3,4,4,3,4,4,"Top and blue pleated skirt resemble the reference, but shoes are wrong, original hat/bag remain, and sleeves/foot area are distorted. Identity and studio pose/background are mostly preserved.",9.86,2018,483
dualuse_lp_plaid_overcoat_brown_suit+g029,A100,51,gpt-5.5,3,4,4,3,3,4,"Blazer pattern and white top are close to the reference, but the full outfit is not matched: original trousers and shoes remain, accessories differ, and the blazer has an odd elongated back panel. Identity and studio background are mostly preserved. Some seam/pattern artifacts and a slightly unnatural visible hand reduce cleanliness and realism.",11.44,1845,549
g004+g005,A100,51,gpt-5.5,2,4,4,2,4,2,"Reference outfit is only partially transferred: black top and gray shorts appear, but original long sleeves, olive trousers and clutch remain, creating an impossible layered look. Identity and studio scene are mostly preserved, but the lower body has major garment/anatomy artifacts and reduced realism.",5.71,1845,261
g024+p002,A100,51,gpt-5.5,2,4,3,4,3,4,"Only the black T-shirt resembles the reference; the jeans and shoes are not transferred and the skirt is incorrect. Identity and studio background are mostly preserved, but pose/arms changed. Image is fairly clean and realistic with mildly imperfect visible hands.",6.57,2017,352
dualuse_zendaya_white_blazer_skirt+dualuse_navy_peacoat_onmodel,A100,51,gpt-5.5,4,4,4,4,4,4,"Reference outfit is mostly reproduced, including navy double-breasted coat, jeans, cuffs, and boots, but the gray turtleneck is not accurately high-necked. Face, hair, pose, and background are largely preserved. Minor hand and texture imperfections, but overall realistic.",6.84,1786,347
g005+g014,A100,51,gpt-5.5,4,5,5,4,4,4,"Reference blue spaghetti-strap dress is mostly reproduced in color and silhouette, though the cut/length and bust draping are not exact. Person, pose, shoes, and plain background are well preserved. Minor fit/edge artifacts around straps and bodice; hands are visible and mostly natural.",7.64,1903,368
g014+g029,A100,51,gpt-5.5,3,5,5,4,4,4,"Blazer and white top are similar to the reference, but the generated result keeps the original blue dress instead of the reference black pants/belt outfit, so not every garment piece matches. Identity, pose, and background are well preserved; minor texture/hand imperfections but generally realistic.",7.81,1845,377
dualuse_scarlett_johansson_black_dress_backview_night+dualuse_woman_top_denim_skirt_nonceleb,A100,51,gpt-5.5,3,4,4,3,4,4,"Top and denim skirt are broadly transferred, but the reference outfit is not exact: skirt details are incomplete from this angle and the footwear is badly mismatched/merged, with one original heel retained and one sneaker-like shoe. Identity, pose, and background are mostly preserved. Main artifacts are around the shoes/feet and some garment seams.",8.29,1555,445
g018+g024,A100,51,gpt-5.5,4,5,5,4,4,4,"Reference sweater and blue pleated skirt are reproduced well, though stripe placement/cut and lower pieces are not perfectly verifiable due crop. Identity, pose, and plain studio background are preserved. Minor texture/hand and garment-edge artifacts, but overall realistic.",8.97,2018,403
g027+p003,A100,51,gpt-5.5,4,2,2,3,2,3,"Dress color and general cut match the reference well, but the original body/pose are substantially altered, arms and hands are changed and somewhat distorted, and the composite looks artificial.",10.72,1470,516
p001+p014,A100,51,gpt-5.5,3,5,5,4,4,4,"White T-shirt is close in color and general style, but cut/fit differs and extra black shorts/remaining jeans do not match the reference outfit. Identity, pose, and studio background are well preserved; minor artifacts around waist/clothing and hands.",6.64,1555,366
p003+p026,A100,51,gpt-5.5,3,4,4,4,3,4,"Outfit captures the black tracksuit with red/green chest and side stripes, but misses some reference details/accessories and footwear is not exact. Identity and background are mostly preserved, though body shape and pose are slightly altered. Some hand/finger artifacts are visible.",8.76,1613,429
p015+dualuse_zendaya_white_blazer_skirt,A100,51,gpt-5.5,2,4,5,4,3,4,"White blazer style is partially transferred, but the reference crop, full skirt, proportions and exact cut are not preserved. Identity, pose, and background are mostly unchanged; hands have minor anatomical distortions.",7.24,1555,333
g029+p004,A100,51,gpt-5.5,2,5,5,3,4,3,"The reference is a plain white short-sleeve henley, but the result is pale blue and retains/adds a blazer-like vest, so it is not an exact garment match. Identity, pose, and white background are largely preserved. Some clothing seams and textures look synthetic, though the visible hands are mostly plausible.",11.06,1671,616
p013+dualuse_scarlett_johansson_black_dress_backview_night,A100,51,gpt-5.5,2,4,5,3,3,4,"Reference is a full black strapless dress with distinctive back zipper/slit and evening styling; output only captures a black strapless bodice and misses most garment details. Identity and original pose/background are mostly preserved, but skin/arm texture is overly smoothed and hands/fingers look somewhat unnatural.",8.49,1555,384
p011+p016,A100,51,gpt-5.5,4,4,4,4,4,4,"Reference dress is mostly matched in pale yellow sleeveless cut with white ruffle hem, though proportions/details are not exact. Face, glasses and chef hat remain close to original, but body/clothing exposure changed. Pose and plain studio background are mostly preserved, with some full-body framing changes. Minor AI smoothness and slight hand/arm ambiguity.",10.12,1555,500
p011+p024,A100,51,gpt-5.5,2,4,2,3,4,3,"The gray shirt and trousers loosely resemble the reference but are much cleaner/neater, with different fit, added belt/shoes, and the original yellow chef hat/glasses remain. Identity is mostly preserved, but pose/framing changed substantially from crossed arms to full-body standing. Some fabric/texture artifacts are visible, especially on the shirt front.",12.24,1555,615
p015+p016,A100,51,gpt-5.5,2,4,4,3,2,4,"Garment captures the pale yellow sleeveless dress idea but misses key reference details like black straps, short skirt proportions, lace/ruffle hem and overall cut. Identity and background are mostly preserved, though exposed arms and body shape shift somewhat. Hands/fingers are visibly awkward, especially the lower hand, but the image remains fairly photorealistic.",9.33,1555,407
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,A100,51,gpt-5.5,4,4,4,4,3,4,"Reference outfit is mostly transferred: navy cable-knit zip sweater, gray trousers, and brown bag, but the underlayer/collar details and exact fit are not perfect. Identity and background are largely preserved. Some hand anatomy and bag/hand interaction look slightly unnatural, though overall it reads as a photo.",7.86,1613,413
p019+dualuse_gal_gadot_blue_dress_redcarpet,A100,51,gpt-5.5,2,4,5,3,2,4,"Blue one-shoulder look and color are roughly captured, but the reference gown's waist cutout, draped skirt and high slit are missing/not visible. Identity, pose and plain background are well preserved. Hands are partially fused/distorted, with some texture smoothing, though overall it remains fairly photo-realistic.",6.73,1469,338
p020+dualuse_navy_peacoat_onmodel,A100,51,gpt-5.5,3,5,5,4,4,4,"The output captures the dark navy double-breasted coat reasonably well, but the gray turtleneck and full outfit details from the reference are not visible or not reproduced. Identity, pose, and background are well preserved. Minor texture/button ambiguity and hand/edge blending issues, but overall realistic.",6.15,2018,307
p025+dualuse_zendaya_white_blazer_skirt,A100,51,gpt-5.5,2,4,5,4,4,4,"Garment is only partially matched: white cropped blazer is similar, but the reference's wrap detail and long skirt silhouette are replaced by pants and altered waist/peplum details. Identity, pose, and background are largely preserved; minor hand/waist artifacts but overall photorealistic.",7.21,1642,369
p020+p021,A100,51,gpt-5.5,3,4,5,4,4,4,"Orange knit sweater and light jeans are roughly transferred, but the sweater cut/collar and visible pieces do not exactly match the reference. Identity, pose, and background are largely preserved; minor hand/texture imperfections but overall realistic.",7.75,1816,377
p026+g013,A100,51,gpt-5.5,4,4,5,4,4,4,"Reference dress is approximated well in cut and banded floral style, though print/colors are not exact. Person, pose, bag, and background are mostly preserved. Minor texture/edge artifacts and slightly imperfect hands/feet, but overall photo-realistic.",8.15,1671,374
p030+g024,A100,51,gpt-5.5,2,4,5,3,4,3,"Reference outfit colors/stripes are partially transferred, but the cut is inaccurate: the blue skirt becomes a bib-like front panel and the original turtleneck remains. Identity and pose/background are mostly preserved, with some clothing seam artifacts.",7.62,1786,351
p030+dualuse_queen_latifah_gown_stage,A100,51,gpt-5.5,4,2,2,4,4,4,"Garment is close in color, layering, and embroidery style but not exact in cut/length and pattern placement. Identity is weakened by major hair change from afro to shaved/short hair. Background is similar but pose/crop changed significantly, with one arm lowered. Overall fairly clean and photo-like with minor AI smoothness.",10.75,1555,466
p028+g015,A100,51,gpt-5.5,2,5,4,2,1,3,"Dress is dark and sleeveless but not an exact match: straps are too wide, fabric lacks satin sheen, and full maxi cut is not visible. Identity, pose, and background are mostly preserved, but there appears to be an extra dangling hand/limb near the lower left, hurting cleanliness, hands, and realism.",16.79,1671,809
